UniProt	Ensembl
A0A096MJ65	ENSRNOG00000043390
A0A0H2UHF8	ENSRNOG00000007886
A0A0H2UHS3	ENSRNOG00000020688
D4A624	ENSRNOG00000022499
M0R5H4	ENSRNOG00000029244
M0R7G6	ENSRNOG00000046651
A0A096P6M7	ENSRNOG00000049855
F1M048	ENSRNOG00000001259
F1M355	ENSRNOG00000028751
F1M983	ENSRNOG00000030715
A0A096MIY3	ENSRNOG00000027124
F1LN84	ENSRNOG00000010219
F1LNW1	ENSRNOG00000007797
F1LR71	ENSRNOG00000036678
F1LRA6	ENSRNOG00000021468
F1LTH0	ENSRNOG00000026572
F1LXZ0	ENSRNOG00000046649
F1M6K4	ENSRNOG00000006063
F1M943	ENSRNOG00000014521
F1MAM8	ENSRNOG00000015274
A0A1B0GWQ3	ENSRNOG00000045752
A0A1B0GWW0	ENSRNOG00000010702
D3ZJ51	ENSRNOG00000026582
M0R810	ENSRNOG00000013698
A0A0G2JU45	ENSRNOG00000007785
A0A0G2JXW3	ENSRNOG00000054488
A0A0G2K911	ENSRNOG00000008604
G3V822	ENSRNOG00000015519
G3V917	ENSRNOG00000025394
A0A0U1RRP9	ENSRNOG00000000419
F1LN14	ENSRNOG00000020657
F1LXR9	ENSRNOG00000029308
F1M4N0	ENSRNOG00000014811
F1M868	ENSRNOG00000036951
A0A0G2JTI7	ENSRNOG00000025629
A0A0G2JXD2	ENSRNOG00000055518
A0A0G2K0J3	ENSRNOG00000053288
A0A0G2K1N4	ENSRNOG00000017938
A0A0G2K2A5	ENSRNOG00000003545
A0A0G2K3D9	ENSRNOG00000038406
A0A0G2K3Y0	ENSRNOG00000036833
A0A0G2K4H2	ENSRNOG00000010234
A0A0G2K4T3	ENSRNOG00000001730
A0A0G2K644	ENSRNOG00000056012
A0A0G2K6A4	ENSRNOG00000059900
A0A0G2K7C2	ENSRNOG00000018929
A0A0G2K8W6	ENSRNOG00000045541
F7EVP3	ENSRNOG00000061895
M0RAE8	ENSRNOG00000053200
A0A0H2UHU1	ENSRNOG00000023385
A0A0H2UI11	ENSRNOG00000043348
E9PU26	ENSRNOG00000051489
A0A0U1RRY0	ENSRNOG00000048898
D4A006	ENSRNOG00000043471
D4A885	ENSRNOG00000025645
D3ZAE8	ENSRNOG00000018936
D3ZDQ2	ENSRNOG00000012728
D3ZKA9	ENSRNOG00000040050
D3ZUD3	ENSRNOG00000027849
D3ZXN6	ENSRNOG00000021705
D3ZXW5	ENSRNOG00000025219
D4A224	ENSRNOG00000016172
D4A331	ENSRNOG00000017129
D4A6F9	ENSRNOG00000006378
A0A0G2JW17	ENSRNOG00000033215
A0A0G2JW48	ENSRNOG00000021221
A0A0G2JWG0	ENSRNOG00000051382
A0A0G2JWR7	ENSRNOG00000021139
A0A0G2JXR2	ENSRNOG00000020630
A0A0G2JY95	ENSRNOG00000000451
A0A0G2JZT9	ENSRNOG00000023805
A0A0G2K1N1	ENSRNOG00000047247
A0A0G2K361	ENSRNOG00000046921
A0A0G2K5J9	ENSRNOG00000025115
A0A0G2K607	ENSRNOG00000053260
A0A0G2K6W0	ENSRNOG00000049551
A0A0G2K7A3	ENSRNOG00000053979
A0A0G2K9S1	ENSRNOG00000059008
A0A096MIV7	ENSRNOG00000033883
F1LMG7	ENSRNOG00000011980
F1MAA9	ENSRNOG00000031134
F2Z3R8	ENSRNOG00000020054
F7FA68	ENSRNOG00000014946
M0R4P8	ENSRNOG00000015554
M0R9C2	ENSRNOG00000045693
F1LNK1	ENSRNOG00000040195
F1LQ24	ENSRNOG00000028569
F1LZN5	ENSRNOG00000048100
F1M6V1	ENSRNOG00000014445
F1M7D9	ENSRNOG00000022007
F1M7X5	ENSRNOG00000030763
F1M973	ENSRNOG00000019416
F1M9Z9	ENSRNOG00000018384
A0A0U1RRV0	ENSRNOG00000047339
A0A0U1RRV2	ENSRNOG00000061995
A0A0U1RS36	ENSRNOG00000012297
D3ZJF1	ENSRNOG00000026976
A0A096MJJ3	ENSRNOG00000005624
A0A096MK67	ENSRNOG00000047002
A0A0R3P9D5	ENSRNOG00000011858
F7FKY9	ENSRNOG00000017103
D3ZAU7	ENSRNOG00000018416
D3ZFQ3	ENSRNOG00000027444
D3ZHK8	ENSRNOG00000005043
D3ZIP3	ENSRNOG00000010037
D3ZSX6	ENSRNOG00000007131
D3ZVN8	ENSRNOG00000003688
D4A5I3	ENSRNOG00000016309
D4A7M0	ENSRNOG00000007970
A0A0G2QC13	ENSRNOG00000048910
A0A140UHY2	ENSRNOG00000008578
D3ZDW0	ENSRNOG00000046198
D3ZQW6	ENSRNOG00000050831
A0A0G2JW12	ENSRNOG00000000443
A0A0G2JWL5	ENSRNOG00000007000
A0A0G2JYD4	ENSRNOG00000016443
A0A0G2JYY6	ENSRNOG00000029571
A0A0G2JZG8	ENSRNOG00000012140
A0A0G2K1B3	ENSRNOG00000047369
A0A0G2K1L0	ENSRNOG00000058645
A0A0G2K1P0	ENSRNOG00000027864
A0A0G2K664	ENSRNOG00000010241
A0A0G2K743	ENSRNOG00000052877
A0A0G2K797	ENSRNOG00000048630
A0A0G2K8U9	ENSRNOG00000061182
A0A0G2KB48	ENSRNOG00000025061
A0A0G2KB87	ENSRNOG00000051262
A0A0H2UHB5	ENSRNOG00000003147
F1M5R1	ENSRNOG00000054437
A0A0G2JUU1	ENSRNOG00000022511
A0A0G2JVI7	ENSRNOG00000013116
A0A0G2JWG6	ENSRNOG00000030314
A0A0G2JY19	ENSRNOG00000052745
A0A0G2K0C7	ENSRNOG00000006972
A0A0G2K415	ENSRNOG00000032930
A0A0G2K888	ENSRNOG00000060266
A0A0G2K9Y9	ENSRNOG00000047761
A0A0G2KB98	ENSRNOG00000002833
M0R594	ENSRNOG00000045991
E9PST0	ENSRNOG00000007367
E9PTA3	ENSRNOG00000039210
M0RAM1	ENSRNOG00000046669
A0A0G2JU82	ENSRNOG00000016047
A0A0G2JVR3	ENSRNOG00000013456
A0A0G2JY79	ENSRNOG00000060338
A0A0G2JYR7	ENSRNOG00000030171
A0A0G2K0G0	ENSRNOG00000005673
A0A0G2K0K0	ENSRNOG00000048577
A0A0G2K1W2	ENSRNOG00000011277
A0A0G2K2B7	ENSRNOG00000007333
A0A0G2K2M5	ENSRNOG00000056805
A0A0G2K4Q8	ENSRNOG00000014171
A0A0G2K4W9	ENSRNOG00000057618
A0A0G2K8F4	ENSRNOG00000060946
A0A0G2K9A8	ENSRNOG00000058001
A0A0G2K9Q7	ENSRNOG00000038106
A0A0G2KA54	ENSRNOG00000030387
A0A0U1RRZ4	ENSRNOG00000062048
D3ZFZ1	ENSRNOG00000001323
D3ZJR7	ENSRNOG00000039969
D3ZS72	ENSRNOG00000006952
D3ZUM7	ENSRNOG00000031343
D4A1F3	ENSRNOG00000016331
A0A096MJL4	ENSRNOG00000009300
A0A1B0GWQ1	ENSRNOG00000020425
A0A1B0GWV1	ENSRNOG00000011300
A0A0G2JTU0	ENSRNOG00000004566
A0A0G2JUQ8	ENSRNOG00000013602
A0A0G2JVX4	ENSRNOG00000028440
A0A0G2JXT5	ENSRNOG00000055413
A0A0G2KA93	ENSRNOG00000032596
A0A0G2JUA5	ENSRNOG00000057569
A0A0G2JYT2	ENSRNOG00000026296
A0A0G2JZE5	ENSRNOG00000060782
A0A0G2K175	ENSRNOG00000056984
A0A0G2K346	ENSRNOG00000016871
A0A0G2K4M4	ENSRNOG00000053979
A0A0G2K6R4	ENSRNOG00000029178
A0A0G2K8Q5	ENSRNOG00000056847
A0A0G2K8T8	ENSRNOG00000052376
A0A0G2K9D6	ENSRNOG00000020804
M0R517	ENSRNOG00000001872
M0RBX2	ENSRNOG00000046181
E9PU16	ENSRNOG00000004992
M0R897	ENSRNOG00000050244
M0R904	ENSRNOG00000047061
M0R9B3	ENSRNOG00000005104
F1LN91	ENSRNOG00000025695
F1LMP1	ENSRNOG00000018276
F1LVG9	ENSRNOG00000022343
F1M4Q9	ENSRNOG00000005573
F1M5S9	ENSRNOG00000050572
F1M7J7	ENSRNOG00000019340
A0A1B0GWS5	ENSRNOG00000018899
D3ZMS5	ENSRNOG00000016728
D3ZWU9	ENSRNOG00000028422
D3ZJ07	ENSRNOG00000019565
D3ZRG6	ENSRNOG00000000968
D4A349	ENSRNOG00000008830
E9PSX9	ENSRNOG00000020716
A0A0U1RRS4	ENSRNOG00000001050
D3ZPP0	ENSRNOG00000016683
D4A0A1	ENSRNOG00000012324
D4A4H0	ENSRNOG00000009955
D4AA72	ENSRNOG00000015614
D4AEJ1	ENSRNOG00000024617
D3ZA74	ENSRNOG00000000563
D3ZPC9	ENSRNOG00000029458
D3ZQY0	ENSRNOG00000027290
D3ZSN6	ENSRNOG00000014844
D4ABJ8	ENSRNOG00000039325
A0A140UHW7	ENSRNOG00000033680
F1LNN5	ENSRNOG00000016782
F1LQH2	ENSRNOG00000023258
F1LRA5	ENSRNOG00000002385
F1LSJ7	ENSRNOG00000046783
F1LU43	ENSRNOG00000059274
F1LUE9	ENSRNOG00000007402
F1LUU6	ENSRNOG00000023965
F1LVD8	ENSRNOG00000026186
F1M2K0	ENSRNOG00000026087
F1M5G8	ENSRNOG00000017265
F1MAK0	ENSRNOG00000029304
A0A140TAA8	ENSRNOG00000010620
A0A0G2JTF2	ENSRNOG00000055226
A0A0G2JV23	ENSRNOG00000051867
A0A0G2JW27	ENSRNOG00000004067
A0A0G2JXY0	ENSRNOG00000028910
A0A0G2JY97	ENSRNOG00000057227
A0A0G2K5Q6	ENSRNOG00000015293
A0A0G2K665	ENSRNOG00000022511
A0A0G2KA77	ENSRNOG00000061182
A0A0G2KAC4	ENSRNOG00000013237
D3ZH29	ENSRNOG00000060749
D3ZUQ2	ENSRNOG00000060063
A0A0G2JZ09	ENSRNOG00000060939
A0A0G2JZA8	ENSRNOG00000061757
A0A0G2K3K2	ENSRNOG00000034254
A0A0G2K5P8	ENSRNOG00000016227
A0A0G2K7A5	ENSRNOG00000051399
A0A0G2K9F7	ENSRNOG00000019154
A0A0G2K9L7	ENSRNOG00000057080
D3Z9A7	ENSRNOG00000056678
F1LML2	ENSRNOG00000057823
M0R402	ENSRNOG00000045740
M0R4D3	ENSRNOG00000046294
A0A0G2JU43	ENSRNOG00000052174
A0A0G2JZU0	ENSRNOG00000053657
A0A0G2K149	ENSRNOG00000027233
A0A0G2K4C0	ENSRNOG00000021886
A0A0G2K5C9	ENSRNOG00000059295
A0A0G2K6Q4	ENSRNOG00000054319
A0A0G2K7X8	ENSRNOG00000045632
A0A0G2K8H1	ENSRNOG00000030630
A0A0G2K9I7	ENSRNOG00000061876
A0A0G2KA78	ENSRNOG00000055869
M0RDR0	ENSRNOG00000024426
D3ZRZ2	ENSRNOG00000008881
D3ZXU0	ENSRNOG00000024245
D3Z8I0	ENSRNOG00000021800
D3Z9V1	ENSRNOG00000033235
D3ZAY2	ENSRNOG00000012346
D3ZGM7	ENSRNOG00000000525
D3ZJK6	ENSRNOG00000027569
D3ZYV3	ENSRNOG00000045617
D4A515	ENSRNOG00000033775
D4A5I9	ENSRNOG00000011852
D4A913	ENSRNOG00000012270
D4A938	ENSRNOG00000003266
D4AEH4	ENSRNOG00000014266
A0A0U1RRU0	ENSRNOG00000000511
M0R745	ENSRNOG00000033496
M0RCB1	ENSRNOG00000034093
M0RDV1	ENSRNOG00000050620
E9PT25	ENSRNOG00000010018
A0A0U1RRZ1	ENSRNOG00000019346
F1LNJ1	ENSRNOG00000004048
F1LQV7	ENSRNOG00000026807
F1M2P8	ENSRNOG00000003491
F1M8J3	ENSRNOG00000005277
F1LQI4	ENSRNOG00000028992
F1LQP8	ENSRNOG00000013535
F1LR25	ENSRNOG00000009284
F1LRH7	ENSRNOG00000007270
F1LRJ0	ENSRNOG00000015097
F1LS74	ENSRNOG00000026065
F1LTW6	ENSRNOG00000029089
F1LXB3	ENSRNOG00000000787
F1M378	ENSRNOG00000018452
F1M8U7	ENSRNOG00000042889
F1M9P0	ENSRNOG00000024492
A0A140TAD2	ENSRNOG00000018815
A0A140TAG5	ENSRNOG00000009097
D4A9Q9	ENSRNOG00000023532
D4AC89	ENSRNOG00000005758
D3ZD78	ENSRNOG00000023812
D3ZG78	ENSRNOG00000024535
D3ZJ52	ENSRNOG00000056721
D3ZMR0	ENSRNOG00000014034
D3ZZM8	ENSRNOG00000017740
D4ACR5	ENSRNOG00000026175
A0A0U1RRS5	ENSRNOG00000027962
A0A0G2JW74	ENSRNOG00000005037
A0A0G2JZQ0	ENSRNOG00000058733
A0A0G2K0S0	ENSRNOG00000057996
A0A0G2K1X5	ENSRNOG00000045924
A0A0G2KAF1	ENSRNOG00000057706
A0A096MJH1	ENSRNOG00000013679
A0A096MJJ0	ENSRNOG00000043176
A0A096MJU2	ENSRNOG00000051291
F7F9U6	ENSRNOG00000023781
A0A1B0GWN5	ENSRNOG00000010330
A0A1B0GWT3	ENSRNOG00000048914
A0A1B0GWW7	ENSRNOG00000039551
D3ZWV8	ENSRNOG00000021569
A0A0G2JUG7	ENSRNOG00000060350
A0A0G2K1D0	ENSRNOG00000004888
A0A0G2K2U6	ENSRNOG00000043159
A0A0G2K3U1	ENSRNOG00000019240
A0A0G2K443	ENSRNOG00000059992
A0A0G2K5L1	ENSRNOG00000030954
A0A0G2K7M3	ENSRNOG00000056967
A0A0G2K7Y1	ENSRNOG00000002845
A0A0G2K8T1	ENSRNOG00000051563
A0A0G2K9L0	ENSRNOG00000013190
M0R8P0	ENSRNOG00000050482
M0RBY6	ENSRNOG00000047132
D3Z7Z5	ENSRNOG00000018000
D3Z9D4	ENSRNOG00000008299
D3ZAW6	ENSRNOG00000009605
D3ZDH1	ENSRNOG00000042517
D3ZFJ3	ENSRNOG00000009360
D3ZS61	ENSRNOG00000030447
D3ZTV2	ENSRNOG00000022812
D4A189	ENSRNOG00000014600
D4A5K7	ENSRNOG00000005468
D4A5P2	ENSRNOG00000048331
D4A7Z6	ENSRNOG00000031126
D4A9M2	ENSRNOG00000008810
D4AEK6	ENSRNOG00000039405
M0RDG2	ENSRNOG00000057443
A0A096MJW5	ENSRNOG00000009955
A0A096MKE2	ENSRNOG00000004036
F6WET6	ENSRNOG00000027542
F7FIX1	ENSRNOG00000030331
M0R4C5	ENSRNOG00000047915
A0A0G2JW95	ENSRNOG00000047582
A0A0G2JXZ6	ENSRNOG00000053283
A0A0G2K0H3	ENSRNOG00000006338
A0A0G2K2K5	ENSRNOG00000011315
A0A0G2K3A7	ENSRNOG00000015035
A0A0G2K680	ENSRNOG00000052294
A0A1B0GWP1	ENSRNOG00000028448
M0R9U2	ENSRNOG00000050708
M0R9W3	ENSRNOG00000029043
M0RCU0	ENSRNOG00000050088
A0A0U1RRT9	ENSRNOG00000002764
F1LNT1	ENSRNOG00000007104
F1LPU4	ENSRNOG00000025012
F1LZI7	ENSRNOG00000021441
F1M9C7	ENSRNOG00000022141
A0A140TAI8	ENSRNOG00000018569
F1LWD5	ENSRNOG00000004066
F1M597	ENSRNOG00000037715
F1M9F2	ENSRNOG00000023664
A0A0G2JT54	ENSRNOG00000061636
A0A0G2JTG2	ENSRNOG00000000464
A0A0G2JTZ0	ENSRNOG00000054699
A0A0G2JXC2	ENSRNOG00000056297
A0A0G2JXD7	ENSRNOG00000021497
A0A0G2K3C6	ENSRNOG00000052360
A0A0G2K5K9	ENSRNOG00000053836
A0A0G2K6V4	ENSRNOG00000055596
A0A0H2UHA1	ENSRNOG00000001827
M0R4J5	ENSRNOG00000049994
M0R4U8	ENSRNOG00000050690
D3ZHD6	ENSRNOG00000014161
D4A4S3	ENSRNOG00000034066
D4A7Z2	ENSRNOG00000045963
A0A096MJC6	ENSRNOG00000007596
F7FHQ6	ENSRNOG00000031210
A0A0G2JTM4	ENSRNOG00000017641
A0A0G2JTT0	ENSRNOG00000021795
A0A0G2JVP4	ENSRNOG00000034190
A0A0G2JYK2	ENSRNOG00000058940
A0A0G2JYS8	ENSRNOG00000018708
A0A0G2K1K6	ENSRNOG00000059074
A0A0G2K1L7	ENSRNOG00000016744
A0A0G2K490	ENSRNOG00000012422
A0A0G2K4P5	ENSRNOG00000053813
A0A0G2K5X2	ENSRNOG00000050193
A0A0G2K7E2	ENSRNOG00000061895
A0A0G2K9W9	ENSRNOG00000013792
A0A0G2KA37	ENSRNOG00000011858
A0A096MJW7	ENSRNOG00000032858
A0A0G2JZD4	ENSRNOG00000033341
A0A0G2K1H6	ENSRNOG00000059938
A0A0G2K976	ENSRNOG00000057643
D4A6T0	ENSRNOG00000043014
E9PSL8	ENSRNOG00000011453
G3V6E4	ENSRNOG00000003185
F1LM87	ENSRNOG00000029881
F1LRF3	ENSRNOG00000006919
F1LVA9	ENSRNOG00000024703
F1LXL6	ENSRNOG00000025300
F1M6S5	ENSRNOG00000043229
A0A0U1RRZ0	ENSRNOG00000048898
D3Z8Y3	ENSRNOG00000034126
D4A196	ENSRNOG00000016309
A0A096MIY7	ENSRNOG00000040108
F7EM21	ENSRNOG00000004572
A0A0G2JVK2	ENSRNOG00000001269
A0A0G2JWW5	ENSRNOG00000014399
A0A0G2JXE5	ENSRNOG00000060144
A0A0G2K3X4	ENSRNOG00000059697
A0A0G2K472	ENSRNOG00000011945
A0A0G2KB11	ENSRNOG00000019491
D3Z7Y6	ENSRNOG00000027139
D3ZG09	ENSRNOG00000032325
D3ZNW1	ENSRNOG00000007655
D3ZP99	ENSRNOG00000058133
D3ZTX5	ENSRNOG00000012618
D4A0T8	ENSRNOG00000005589
D4A4P1	ENSRNOG00000012852
D4A5F5	ENSRNOG00000002137
D4A8U4	ENSRNOG00000026302
A0A1B0GWK5	ENSRNOG00000012609
A0A1B0GWU0	ENSRNOG00000022015
A0A1B0GWW8	ENSRNOG00000021010
A0A1B0GWW9	ENSRNOG00000018322
D3ZGQ0	ENSRNOG00000021966
A0A0G2JYA4	ENSRNOG00000001893
A0A0G2K0R1	ENSRNOG00000022107
A0A0G2K0X8	ENSRNOG00000013954
A0A0G2K2N4	ENSRNOG00000047611
A0A0G2K5K4	ENSRNOG00000001379
A0A0G2K9N0	ENSRNOG00000011421
M0R506	ENSRNOG00000046074
M0R7W2	ENSRNOG00000050636
M0RAR0	ENSRNOG00000050325
M0RBS3	ENSRNOG00000049592
A0A1B0GWL6	ENSRNOG00000019737
F1LPL6	ENSRNOG00000029986
F1LRV4	ENSRNOG00000016596
F1LSN8	ENSRNOG00000014956
F1LXA3	ENSRNOG00000011815
F1M0C4	ENSRNOG00000012494
F1M4M6	ENSRNOG00000018602
A0A0U1RRZ6	ENSRNOG00000021938
G3V6J7	ENSRNOG00000004423
G3V885	ENSRNOG00000025757
G3V6Y3	ENSRNOG00000007080
D3Z908	ENSRNOG00000049123
D3ZG75	ENSRNOG00000033921
D3ZRG0	ENSRNOG00000009789
D3ZHG7	ENSRNOG00000038495
D3ZKR9	ENSRNOG00000016629
D3ZL22	ENSRNOG00000047426
D3ZNA5	ENSRNOG00000061639
D3ZVG3	ENSRNOG00000012644
D3ZVR5	ENSRNOG00000008810
D3ZZH6	ENSRNOG00000031700
D4A8A9	ENSRNOG00000047876
D4A8Y1	ENSRNOG00000022637
D4AAV8	ENSRNOG00000015997
F1LSW5	ENSRNOG00000030775
F1LTE6	ENSRNOG00000010213
F1LV21	ENSRNOG00000008187
F1LWL8	ENSRNOG00000028008
A0A0U1RRW0	ENSRNOG00000002991
A0A0G2K6H4	ENSRNOG00000055295
A0A0G2K7S8	ENSRNOG00000061097
A0A0G2JVP6	ENSRNOG00000012165
A0A0G2JXC5	ENSRNOG00000018803
A0A0G2JXW2	ENSRNOG00000051965
A0A0G2JYA5	ENSRNOG00000054736
A0A0G2JZ08	ENSRNOG00000030212
A0A0G2K174	ENSRNOG00000060775
A0A0G2K1F7	ENSRNOG00000059219
A0A0G2K1K5	ENSRNOG00000022482
A0A0G2K3S3	ENSRNOG00000060746
A0A0G2K6W8	ENSRNOG00000060773
A0A0G2K7N1	ENSRNOG00000030876
A0A0G2K8D7	ENSRNOG00000008706
A0A0G2K8I8	ENSRNOG00000051244
A0A0G2K9J5	ENSRNOG00000020882
A0A0G2KAB9	ENSRNOG00000000322
F1M5T3	ENSRNOG00000051813
M0R4Q4	ENSRNOG00000049652
R9PXU3	ENSRNOG00000009756
D4A415	ENSRNOG00000017222
D4AAR7	ENSRNOG00000007100
A0A0H2UHK4	ENSRNOG00000012872
D3Z9K5	ENSRNOG00000002831
D3ZAL0	ENSRNOG00000055523
D3ZN05	ENSRNOG00000011300
D3ZQ24	ENSRNOG00000029147
D3ZQ68	ENSRNOG00000007678
D3ZQT0	ENSRNOG00000008363
D3ZUZ9	ENSRNOG00000008489
D3ZYM4	ENSRNOG00000032618
D4A0E0	ENSRNOG00000039744
D4AEI3	ENSRNOG00000005343
R9PXW9	ENSRNOG00000025601
A0A0G2JX91	ENSRNOG00000052646
A0A0G2JZ32	ENSRNOG00000015783
A0A0G2JZZ6	ENSRNOG00000023093
A0A0G2K4R4	ENSRNOG00000048036
A0A0G2K6Y2	ENSRNOG00000053122
A0A096MJ63	ENSRNOG00000051023
A0A096MJ86	ENSRNOG00000042213
F7FHT4	ENSRNOG00000006526
M0R593	ENSRNOG00000046421
M0RCY2	ENSRNOG00000048698
A0A0U1RS06	ENSRNOG00000002980
A0A0U1RRW6	ENSRNOG00000001079
A0A0U1RS02	ENSRNOG00000026059
A0A0U1RS16	ENSRNOG00000003041
E9PSS8	ENSRNOG00000038999
A0A0N4SWI7	ENSRNOG00000025365
F1LN92	ENSRNOG00000017965
F1LT57	ENSRNOG00000009138
F1LUS1	ENSRNOG00000047464
F1LWM1	ENSRNOG00000000695
F1M031	ENSRNOG00000008425
F1M695	ENSRNOG00000039191
F1M6G9	ENSRNOG00000049268
F1M9F6	ENSRNOG00000032240
A0A0G2JVN0	ENSRNOG00000059057
A0A0G2JYY2	ENSRNOG00000056596
A0A0G2K1A3	ENSRNOG00000008398
A0A0G2K365	ENSRNOG00000022533
A0A0G2K4S5	ENSRNOG00000039744
A0A0G2K548	ENSRNOG00000026319
A0A0G2K727	ENSRNOG00000001980
A0A0G2K9V4	ENSRNOG00000001065
A0A0G2KAM4	ENSRNOG00000056585
A0A0G2KB46	ENSRNOG00000015852
A0A0G2JU54	ENSRNOG00000052035
A0A0G2JWS5	ENSRNOG00000010449
A0A0G2JX08	ENSRNOG00000039024
A0A0G2K1U1	ENSRNOG00000023202
A0A0G2K7T0	ENSRNOG00000054217
A0A0G2K881	ENSRNOG00000029386
A0A0G2K8Z9	ENSRNOG00000013089
A0A0G2K9G7	ENSRNOG00000032530
A0A0G2K9H3	ENSRNOG00000033593
F1LNE4	ENSRNOG00000054204
D3ZBP7	ENSRNOG00000009193
D3ZEJ4	ENSRNOG00000017998
D3ZJX1	ENSRNOG00000027921
D3ZM54	ENSRNOG00000016330
D3ZSW6	ENSRNOG00000043280
D3ZZK0	ENSRNOG00000009782
D4ABB3	ENSRNOG00000037080
D4ADQ3	ENSRNOG00000001241
F1LPT8	ENSRNOG00000016919
F1M7H6	ENSRNOG00000013318
A0A096MJ56	ENSRNOG00000032208
D3ZVE6	ENSRNOG00000010057
D4A2W9	ENSRNOG00000006418
D4A514	ENSRNOG00000003218
M0RBA8	ENSRNOG00000050190
M0RDP7	ENSRNOG00000056175
D3ZCT3	ENSRNOG00000042455
D4ACJ3	ENSRNOG00000027962
A0A0G2JSW1	ENSRNOG00000030445
A0A0G2JTK4	ENSRNOG00000018090
A0A0G2JTL6	ENSRNOG00000001271
A0A0G2JTV1	ENSRNOG00000010448
A0A0G2JUH8	ENSRNOG00000004186
A0A0G2JV37	ENSRNOG00000036571
A0A0G2JVB5	ENSRNOG00000017219
A0A0G2JX96	ENSRNOG00000020132
A0A0G2JXD6	ENSRNOG00000017178
A0A0G2JXQ3	ENSRNOG00000055798
A0A0G2JZY9	ENSRNOG00000054681
A0A0G2K219	ENSRNOG00000019319
A0A0G2K2A4	ENSRNOG00000055858
A0A0G2K488	ENSRNOG00000057557
A0A0G2K4J0	ENSRNOG00000046472
A0A0G2K505	ENSRNOG00000010758
A0A0G2K7F8	ENSRNOG00000047782
A0A0G2K9E3	ENSRNOG00000008598
A0A0G2KAH2	ENSRNOG00000060614
A0A0G2KBB4	ENSRNOG00000027221
D3ZH67	ENSRNOG00000059057
M0R7G8	ENSRNOG00000054007
A0A0H2UHE0	ENSRNOG00000005365
A0A096MJZ5	ENSRNOG00000000889
F8WG83	ENSRNOG00000033173
A0A1B0GWN8	ENSRNOG00000010731
F7FHF3	ENSRNOG00000003233
F7FPR5	ENSRNOG00000037076
F7FQD8	ENSRNOG00000027955
A0A0G2JVC7	ENSRNOG00000007367
A0A0G2K428	ENSRNOG00000010048
A0A0G2K6J8	ENSRNOG00000056851
A0A0G2K730	ENSRNOG00000022354
D3ZCN9	ENSRNOG00000056931
M0R923	ENSRNOG00000055966
M0RBH0	ENSRNOG00000048562
G3V9J8	ENSRNOG00000015124
G3V9P8	ENSRNOG00000011199
A0A0U1RRP6	ENSRNOG00000001032
F1LNQ9	ENSRNOG00000002376
F1LPI6	ENSRNOG00000007957
F1LPM9	ENSRNOG00000028225
F1LPY6	ENSRNOG00000024904
F1LRG7	ENSRNOG00000030149
F1LUB7	ENSRNOG00000028879
F1M6Z0	ENSRNOG00000014373
A0A0U1RS03	ENSRNOG00000027962
M0R566	ENSRNOG00000031205
M0RD89	ENSRNOG00000046469
D4A464	ENSRNOG00000019884
F7F3V7	ENSRNOG00000033665
D3ZFE9	ENSRNOG00000045785
D3ZY75	ENSRNOG00000010100
D3ZYF5	ENSRNOG00000026430
D3Z7Z0	ENSRNOG00000025794
D4A911	ENSRNOG00000001916
D3ZJ17	ENSRNOG00000004939
A0A0G2K023	ENSRNOG00000059507
A0A0G2K134	ENSRNOG00000052407
A0A0G2K7G8	ENSRNOG00000014002
A0A0G2JT20	ENSRNOG00000000175
A0A0G2JWR1	ENSRNOG00000014240
A0A0G2JX22	ENSRNOG00000008242
A0A0G2K099	ENSRNOG00000054846
M0RC68	ENSRNOG00000050548
D4A6L3	ENSRNOG00000045569
M0R4G8	ENSRNOG00000050792
A0A140UHX1	ENSRNOG00000001429
F1LNL5	ENSRNOG00000033372
F1LNR1	ENSRNOG00000002376
F1LPI1	ENSRNOG00000021718
F1LPP8	ENSRNOG00000009722
F1LXW4	ENSRNOG00000037436
F1M6S3	ENSRNOG00000028214
F1MAP4	ENSRNOG00000013674
A0A096MJ24	ENSRNOG00000047848
D3ZN64	ENSRNOG00000033618
F1LPI8	ENSRNOG00000015898
F1M5M9	ENSRNOG00000006509
F1M866	ENSRNOG00000015658
F2Z3T8	ENSRNOG00000039562
A0A0A0MY38	ENSRNOG00000050809
M0R935	ENSRNOG00000047532
D3Z9R6	ENSRNOG00000000335
F1LRH6	ENSRNOG00000050171
F1M0Z6	ENSRNOG00000006490
F1LMQ3	ENSRNOG00000037580
F1LPJ0	ENSRNOG00000016625
F1LPJ7	ENSRNOG00000011294
F1LQH1	ENSRNOG00000000778
F1LVY6	ENSRNOG00000029562
F1LXR5	ENSRNOG00000042807
F1M1N9	ENSRNOG00000001627
F1M8E6	ENSRNOG00000047206
E9PT99	ENSRNOG00000015160
G3V6S0	ENSRNOG00000005434
D3Z9A8	ENSRNOG00000017092
D3Z9D0	ENSRNOG00000013729
D3ZMJ7	ENSRNOG00000016684
D3ZT85	ENSRNOG00000021018
D3ZTH0	ENSRNOG00000036760
D3ZZ00	ENSRNOG00000036960
D3ZZ58	ENSRNOG00000030689
D4A154	ENSRNOG00000047513
D4A7D9	ENSRNOG00000045612
D4A9Q2	ENSRNOG00000007345
G3V964	ENSRNOG00000023720
A0A0G2JU46	ENSRNOG00000017307
A0A0G2K1V4	ENSRNOG00000049695
A0A0G2K323	ENSRNOG00000051382
