gene	module
ENSG00000165152	0
ENSG00000155827	0
ENSG00000136783	1
ENSG00000070214	1
ENSG00000106701	4
ENSG00000095209	1
ENSG00000119318	0
ENSG00000136826	0
ENSG00000070061	14
ENSG00000119328	1
ENSG00000119326	8
ENSG00000106771	0
ENSG00000260230	2
ENSG00000241978	3
ENSG00000136810	12
ENSG00000198121	4
ENSG00000136813	0
ENSG00000242616	8
ENSG00000148154	3
ENSG00000119471	9
ENSG00000148153	1
ENSG00000148158	1
ENSG00000136867	1
ENSG00000119321	7
ENSG00000148218	1
ENSG00000148229	8
ENSG00000138835	1
ENSG00000095397	1
ENSG00000136888	5
ENSG00000157693	0
ENSG00000078725	2
ENSG00000136861	1
ENSG00000106780	1
ENSG00000095261	0
ENSG00000226752	1
ENSG00000119403	6
ENSG00000056558	0
ENSG00000119396	1
ENSG00000148180	1
ENSG00000148175	3
ENSG00000136848	5
ENSG00000261534	1
ENSG00000175764	1
ENSG00000119421	12
ENSG00000119446	6
ENSG00000148187	0
ENSG00000095303	7
ENSG00000136940	1
ENSG00000011454	1
ENSG00000119408	3
ENSG00000136930	10
ENSG00000136942	8
ENSG00000136950	12
ENSG00000136935	1
ENSG00000119414	1
ENSG00000136933	10
ENSG00000044574	3
ENSG00000119487	3
ENSG00000167081	1
ENSG00000196814	1
ENSG00000136828	1
ENSG00000136859	0
ENSG00000136856	15
ENSG00000197958	8
ENSG00000148356	2
ENSG00000136830	3
ENSG00000136854	2
ENSG00000136807	2
ENSG00000136877	0
ENSG00000106991	3
ENSG00000106992	9
ENSG00000160408	5
ENSG00000136908	12
ENSG00000167106	1
ENSG00000148339	5
ENSG00000148334	2
ENSG00000171159	5
ENSG00000148337	0
ENSG00000106976	2
ENSG00000167110	0
ENSG00000175854	11
ENSG00000167112	4
ENSG00000167113	2
ENSG00000167114	1
ENSG00000223551	8
ENSG00000167118	1
ENSG00000207955	1
ENSG00000167123	1
ENSG00000136811	5
ENSG00000197694	2
ENSG00000119333	0
ENSG00000119335	4
ENSG00000160445	2
ENSG00000107021	2
ENSG00000198917	0
ENSG00000136802	9
ENSG00000175287	9
ENSG00000095319	0
ENSG00000148341	1
ENSG00000148343	5
ENSG00000167130	1
ENSG00000095321	0
ENSG00000119383	5
ENSG00000188483	3
ENSG00000148335	11
ENSG00000148331	5
ENSG00000136827	0
ENSG00000136819	4
ENSG00000136878	2
ENSG00000187239	1
ENSG00000148358	1
ENSG00000107130	2
ENSG00000130707	5
ENSG00000107164	1
ENSG00000097007	1
ENSG00000126878	4
ENSG00000126883	1
ENSG00000160539	0
ENSG00000130723	13
ENSG00000130714	13
ENSG00000130717	4
ENSG00000107263	3
ENSG00000160563	1
ENSG00000196358	1
ENSG00000107290	1
ENSG00000165698	1
ENSG00000165699	1
ENSG00000196205	8
ENSG00000148308	1
ENSG00000160271	1
ENSG00000148296	4
ENSG00000148303	8
ENSG00000148290	8
ENSG00000148291	10
ENSG00000148248	6
ENSG00000148300	11
ENSG00000160325	10
ENSG00000160326	2
ENSG00000197859	0
ENSG00000235106	2
ENSG00000169925	1
ENSG00000196363	0
ENSG00000130558	2
ENSG00000122140	5
ENSG00000107147	2
ENSG00000130559	1
ENSG00000130560	4
ENSG00000148411	1
ENSG00000238227	2
ENSG00000165661	0
ENSG00000160360	2
ENSG00000165689	10
ENSG00000165688	0
ENSG00000148384	2
ENSG00000148396	0
ENSG00000148400	13
ENSG00000172889	5
ENSG00000169692	5
ENSG00000165716	2
ENSG00000233016	10
ENSG00000244187	4
ENSG00000196642	15
ENSG00000054148	10
ENSG00000107223	2
ENSG00000159069	5
ENSG00000107317	0
ENSG00000214402	1
ENSG00000148362	15
ENSG00000107331	1
ENSG00000107281	2
ENSG00000054179	9
ENSG00000186193	1
ENSG00000197355	1
ENSG00000177239	13
ENSG00000176978	5
ENSG00000176884	2
ENSG00000176248	13
ENSG00000176101	10
ENSG00000176058	1
ENSG00000187713	0
ENSG00000188566	0
ENSG00000212864	2
ENSG00000188229	2
ENSG00000188986	5
ENSG00000188747	2
ENSG00000165802	5
ENSG00000182154	5
ENSG00000148399	1
ENSG00000165724	12
ENSG00000197070	5
ENSG00000203993	1
ENSG00000148408	1
ENSG00000015171	1
ENSG00000151240	1
ENSG00000225140	4
ENSG00000107929	1
ENSG00000107937	11
ENSG00000067064	1
ENSG00000185736	1
ENSG00000205696	1
ENSG00000067057	5
ENSG00000107959	1
ENSG00000067082	3
ENSG00000173848	4
ENSG00000196372	0
ENSG00000057608	6
ENSG00000134452	6
ENSG00000134453	4
ENSG00000170525	3
ENSG00000165629	2
ENSG00000048740	7
ENSG00000151461	8
ENSG00000181192	1
ENSG00000065665	1
ENSG00000165609	11
ENSG00000151465	1
ENSG00000151468	3
ENSG00000123240	1
ENSG00000107537	5
ENSG00000086475	4
ENSG00000065809	1
ENSG00000148468	1
ENSG00000148481	1
ENSG00000148484	11
ENSG00000026025	3
ENSG00000136738	1
ENSG00000241058	1
ENSG00000120594	7
ENSG00000078114	9
ENSG00000136770	6
ENSG00000148444	1
ENSG00000168283	6
ENSG00000150867	1
ENSG00000148450	12
ENSG00000229932	14
ENSG00000165312	8
ENSG00000107863	1
ENSG00000099256	1
ENSG00000151025	1
ENSG00000077420	7
ENSG00000136754	3
ENSG00000136758	6
ENSG00000107897	4
ENSG00000099246	1
ENSG00000254635	0
ENSG00000095787	4
ENSG00000095739	1
ENSG00000224597	11
ENSG00000165757	3
ENSG00000107968	3
ENSG00000148516	0
ENSG00000165322	1
ENSG00000170759	4
ENSG00000217094	10
ENSG00000150093	1
ENSG00000108094	1
ENSG00000095794	3
ENSG00000108100	1
ENSG00000229644	3
ENSG00000175395	2
ENSG00000189180	1
ENSG00000099251	0
ENSG00000169826	6
ENSG00000169813	3
ENSG00000169740	8
ENSG00000107551	0
ENSG00000165507	3
ENSG00000165512	8
ENSG00000012779	7
ENSG00000165406	1
ENSG00000165388	1
ENSG00000128805	1
ENSG00000165633	1
ENSG00000204161	1
ENSG00000165606	2
ENSG00000197444	2
ENSG00000138293	1
ENSG00000138297	12
ENSG00000204149	0
ENSG00000225137	1
ENSG00000198964	1
ENSG00000177613	1
ENSG00000122873	12
ENSG00000072401	1
ENSG00000237949	4
ENSG00000165443	2
ENSG00000148541	1
ENSG00000108091	5
ENSG00000151150	1
ENSG00000183346	1
ENSG00000138311	1
ENSG00000181915	1
ENSG00000148572	6
ENSG00000171988	0
ENSG00000165476	1
ENSG00000183230	4
ENSG00000108176	0
ENSG00000096717	6
ENSG00000108187	1
ENSG00000096746	4
ENSG00000204130	1
ENSG00000060339	6
ENSG00000107625	8
ENSG00000165732	6
ENSG00000198954	1
ENSG00000122862	3
ENSG00000122958	4
ENSG00000156502	2
ENSG00000156515	5
ENSG00000099282	1
ENSG00000171224	2
ENSG00000099284	1
ENSG00000079332	1
ENSG00000229097	14
ENSG00000180817	1
ENSG00000148730	9
ENSG00000107719	7
ENSG00000166224	1
ENSG00000166228	3
ENSG00000107731	1
ENSG00000214688	5
ENSG00000107738	0
ENSG00000197746	14
ENSG00000122863	6
ENSG00000107742	2
ENSG00000138303	1
ENSG00000166295	3
ENSG00000168209	3
ENSG00000148719	1
ENSG00000107745	2
ENSG00000122884	6
ENSG00000122882	1
ENSG00000138286	1
ENSG00000182180	0
ENSG00000138279	1
ENSG00000107758	2
ENSG00000166348	1
ENSG00000176986	14
ENSG00000172586	12
ENSG00000214655	13
ENSG00000166507	13
ENSG00000148660	2
ENSG00000035403	3
ENSG00000185009	6
ENSG00000156110	1
ENSG00000156671	1
ENSG00000165637	0
ENSG00000165655	3
ENSG00000138326	8
ENSG00000108175	0
ENSG00000108179	1
ENSG00000165424	1
ENSG00000133678	0
ENSG00000122359	3
ENSG00000122378	9
ENSG00000271738	9
ENSG00000108219	3
ENSG00000165678	2
ENSG00000107771	1
ENSG00000178429	8
ENSG00000182771	1
ENSG00000122367	1
ENSG00000173269	3
ENSG00000173267	2
ENSG00000148672	2
ENSG00000198682	3
ENSG00000138138	0
ENSG00000171862	5
ENSG00000107796	0
ENSG00000138135	3
ENSG00000107798	1
ENSG00000119922	1
ENSG00000119917	0
ENSG00000185745	0
ENSG00000152778	4
ENSG00000180628	4
ENSG00000119938	3
ENSG00000107854	1
ENSG00000180581	1
ENSG00000095564	14
ENSG00000198060	6
ENSG00000148690	4
ENSG00000108231	2
ENSG00000108239	1
ENSG00000107438	3
ENSG00000095637	9
ENSG00000059573	5
ENSG00000119977	9
ENSG00000095585	7
ENSG00000197430	0
ENSG00000077147	1
ENSG00000236552	8
ENSG00000213390	1
ENSG00000171314	5
ENSG00000171311	10
ENSG00000155229	0
ENSG00000165886	5
ENSG00000241935	1
ENSG00000171160	2
ENSG00000155252	5
ENSG00000119986	11
ENSG00000155256	0
ENSG00000155265	5
ENSG00000095713	2
ENSG00000107521	7
ENSG00000120053	2
ENSG00000155287	15
ENSG00000014919	1
ENSG00000119929	1
ENSG00000196072	4
ENSG00000099194	1
ENSG00000235823	1
ENSG00000273030	4
ENSG00000075826	13
ENSG00000166136	2
ENSG00000119906	1
ENSG00000055950	1
ENSG00000107816	1
ENSG00000107819	0
ENSG00000166167	0
ENSG00000166171	12
ENSG00000107829	4
ENSG00000198408	0
ENSG00000120049	2
ENSG00000120029	0
ENSG00000198728	14
ENSG00000166197	0
ENSG00000107862	13
ENSG00000077150	3
ENSG00000059915	2
ENSG00000107872	5
ENSG00000107874	10
ENSG00000138107	0
ENSG00000171206	0
ENSG00000138175	2
ENSG00000166272	11
ENSG00000166275	1
ENSG00000076685	14
ENSG00000148798	2
ENSG00000173915	12
ENSG00000107957	4
ENSG00000107960	11
ENSG00000065613	6
ENSG00000148834	12
ENSG00000108039	3
ENSG00000148700	9
ENSG00000119950	1
ENSG00000119953	6
ENSG00000138166	0
ENSG00000108055	4
ENSG00000150593	0
ENSG00000214413	1
ENSG00000108061	5
ENSG00000197142	3
ENSG00000023041	0
ENSG00000169129	0
ENSG00000099204	9
ENSG00000165868	2
ENSG00000187164	0
ENSG00000165646	1
ENSG00000165650	1
ENSG00000107560	1
ENSG00000165669	4
ENSG00000151893	0
ENSG00000236058	8
ENSG00000107581	4
ENSG00000183605	1
ENSG00000165672	7
ENSG00000148908	7
ENSG00000151923	6
ENSG00000151929	3
ENSG00000198825	2
ENSG00000197771	6
ENSG00000220842	8
ENSG00000203805	3
ENSG00000120008	1
ENSG00000066468	1
ENSG00000107669	1
ENSG00000107672	1
ENSG00000107679	1
ENSG00000166033	1
ENSG00000095574	1
ENSG00000196177	1
ENSG00000154473	1
ENSG00000121898	9
ENSG00000182022	3
ENSG00000065154	1
ENSG00000107902	10
ENSG00000189319	1
ENSG00000019995	4
ENSG00000175029	3
ENSG00000188690	15
ENSG00000107949	3
ENSG00000154493	1
ENSG00000150760	0
ENSG00000132334	0
ENSG00000170430	8
ENSG00000108001	2
ENSG00000108010	11
ENSG00000175470	8
ENSG00000176171	9
ENSG00000188385	1
ENSG00000151640	13
ENSG00000165752	0
ENSG00000068383	1
ENSG00000234531	0
ENSG00000148826	1
ENSG00000171798	2
ENSG00000130640	0
ENSG00000198546	5
ENSG00000130643	2
ENSG00000127884	0
ENSG00000148824	0
ENSG00000177951	1
ENSG00000177963	10
ENSG00000185627	0
ENSG00000142102	3
ENSG00000185201	3
ENSG00000185885	3
ENSG00000142089	3
ENSG00000182272	2
ENSG00000185187	10
ENSG00000174915	10
ENSG00000023191	1
ENSG00000174775	10
ENSG00000070047	13
ENSG00000185507	3
ENSG00000177030	2
ENSG00000177042	0
ENSG00000177156	1
ENSG00000177225	2
ENSG00000255284	4
ENSG00000184524	2
ENSG00000177542	2
ENSG00000177595	0
ENSG00000177600	8
ENSG00000177666	0
ENSG00000177697	3
ENSG00000177700	10
ENSG00000177830	11
ENSG00000183020	5
ENSG00000078902	2
ENSG00000174672	2
ENSG00000182208	11
ENSG00000184545	2
ENSG00000244242	2
ENSG00000117984	11
ENSG00000214026	10
ENSG00000167244	0
ENSG00000110651	9
ENSG00000184281	10
ENSG00000237941	1
ENSG00000129757	1
ENSG00000205531	1
ENSG00000110619	3
ENSG00000148985	1
ENSG00000177105	1
ENSG00000167323	5
ENSG00000167325	6
ENSG00000244734	0
ENSG00000132274	3
ENSG00000051009	13
ENSG00000166311	1
ENSG00000166313	1
ENSG00000110171	1
ENSG00000132254	0
ENSG00000132286	1
ENSG00000166333	3
ENSG00000166337	10
ENSG00000166340	7
ENSG00000158042	5
ENSG00000170743	1
ENSG00000166387	1
ENSG00000166394	1
ENSG00000175390	8
ENSG00000166402	9
ENSG00000166441	8
ENSG00000166452	10
ENSG00000175348	1
ENSG00000175352	2
ENSG00000184014	1
ENSG00000166471	1
ENSG00000205339	8
ENSG00000243964	4
ENSG00000133789	6
ENSG00000133812	6
ENSG00000254719	0
ENSG00000148926	3
ENSG00000133805	1
ENSG00000255823	1
ENSG00000110315	1
ENSG00000072952	9
ENSG00000198730	0
ENSG00000110321	14
ENSG00000247271	1
ENSG00000170242	9
ENSG00000050165	9
ENSG00000197702	9
ENSG00000148925	1
ENSG00000197601	1
ENSG00000129083	6
ENSG00000129084	5
ENSG00000110696	1
ENSG00000244398	8
ENSG00000110700	8
ENSG00000011405	1
ENSG00000006071	1
ENSG00000006611	1
ENSG00000129158	5
ENSG00000110756	6
ENSG00000110768	1
ENSG00000134333	3
ENSG00000074319	0
ENSG00000151116	1
ENSG00000110786	2
ENSG00000109854	6
ENSG00000185238	1
ENSG00000148935	1
ENSG00000198168	1
ENSG00000176971	9
ENSG00000129151	9
ENSG00000205213	1
ENSG00000148943	4
ENSG00000245573	1
ENSG00000109911	6
ENSG00000049449	3
ENSG00000149100	8
ENSG00000213713	1
ENSG00000110422	6
ENSG00000085063	3
ENSG00000135363	3
ENSG00000135387	6
ENSG00000135372	0
ENSG00000166016	1
ENSG00000121691	6
ENSG00000149089	1
ENSG00000110435	0
ENSG00000026508	3
ENSG00000110436	2
ENSG00000149090	9
ENSG00000166326	4
ENSG00000179241	1
ENSG00000110442	1
ENSG00000135362	1
ENSG00000166352	8
ENSG00000166181	1
ENSG00000052841	0
ENSG00000149084	1
ENSG00000166199	1
ENSG00000187479	3
ENSG00000151348	11
ENSG00000085117	5
ENSG00000175274	5
ENSG00000175264	5
ENSG00000121671	5
ENSG00000121653	1
ENSG00000121680	1
ENSG00000135365	3
ENSG00000149091	2
ENSG00000110492	3
ENSG00000244313	8
ENSG00000175224	1
ENSG00000175220	0
ENSG00000175216	1
ENSG00000134569	5
ENSG00000149179	2
ENSG00000149182	13
ENSG00000165912	1
ENSG00000134574	0
ENSG00000134575	2
ENSG00000110514	2
ENSG00000066336	7
ENSG00000165915	0
ENSG00000165916	2
ENSG00000149187	5
ENSG00000110536	0
ENSG00000213619	2
ENSG00000172247	2
ENSG00000109919	0
ENSG00000109920	0
ENSG00000086205	1
ENSG00000226268	4
ENSG00000134817	3
ENSG00000149115	3
ENSG00000149136	3
ENSG00000134809	0
ENSG00000156587	3
ENSG00000149131	3
ENSG00000166793	5
ENSG00000156599	3
ENSG00000213593	1
ENSG00000211450	12
ENSG00000198561	14
ENSG00000110031	0
ENSG00000186660	4
ENSG00000242689	0
ENSG00000110042	1
ENSG00000110048	0
ENSG00000166889	3
ENSG00000234964	3
ENSG00000166902	2
ENSG00000110077	7
ENSG00000110079	3
ENSG00000166927	7
ENSG00000110104	11
ENSG00000110107	2
ENSG00000110108	3
ENSG00000006118	5
ENSG00000110446	7
ENSG00000167987	11
ENSG00000167986	1
ENSG00000149532	0
ENSG00000167985	10
ENSG00000011347	2
ENSG00000124920	1
ENSG00000134825	10
ENSG00000168496	1
ENSG00000149485	0
ENSG00000134824	9
ENSG00000221968	3
ENSG00000167994	3
ENSG00000167995	1
ENSG00000167996	0
ENSG00000162174	0
ENSG00000124942	9
ENSG00000254772	8
ENSG00000149016	13
ENSG00000149480	1
ENSG00000149499	1
ENSG00000149489	11
ENSG00000149541	10
ENSG00000089597	14
ENSG00000162194	10
ENSG00000162191	8
ENSG00000168000	2
ENSG00000162188	2
ENSG00000214753	2
ENSG00000168002	1
ENSG00000162227	1
ENSG00000185475	11
ENSG00000162231	0
ENSG00000162236	11
ENSG00000255717	8
ENSG00000168003	3
ENSG00000168004	1
ENSG00000133321	3
ENSG00000176485	1
ENSG00000184743	1
ENSG00000133318	1
ENSG00000168005	5
ENSG00000072518	1
ENSG00000110583	2
ENSG00000176340	2
ENSG00000167770	2
ENSG00000133315	12
ENSG00000168439	3
ENSG00000149781	3
ENSG00000149743	15
ENSG00000149761	5
ENSG00000110011	5
ENSG00000173511	5
ENSG00000173486	12
ENSG00000173457	5
ENSG00000002330	10
ENSG00000173264	10
ENSG00000173153	5
ENSG00000173113	12
ENSG00000126432	2
ENSG00000168071	7
ENSG00000162302	7
ENSG00000110076	2
ENSG00000068976	9
ENSG00000168066	0
ENSG00000269290	2
ENSG00000168067	2
ENSG00000133895	5
ENSG00000110047	1
ENSG00000068971	5
ENSG00000213465	10
ENSG00000110025	1
ENSG00000162300	1
ENSG00000149823	0
ENSG00000149809	1
ENSG00000149806	8
ENSG00000149792	0
ENSG00000162298	1
ENSG00000014216	5
ENSG00000149798	1
ENSG00000133884	1
ENSG00000126391	11
ENSG00000245532	3
ENSG00000251562	0
ENSG00000142186	2
ENSG00000168056	13
ENSG00000173465	0
ENSG00000176973	12
ENSG00000173442	3
ENSG00000173327	1
ENSG00000213445	7
ENSG00000173039	3
ENSG00000172977	1
ENSG00000172922	15
ENSG00000172757	11
ENSG00000172732	0
ENSG00000172638	5
ENSG00000172500	2
ENSG00000175602	12
ENSG00000175573	2
ENSG00000175550	2
ENSG00000175467	4
ENSG00000175334	3
ENSG00000087365	0
ENSG00000175115	5
ENSG00000174996	2
ENSG00000174903	1
ENSG00000174871	2
ENSG00000174851	11
ENSG00000179292	1
ENSG00000174744	10
ENSG00000174684	2
ENSG00000174516	2
ENSG00000254986	11
ENSG00000174483	2
ENSG00000174080	1
ENSG00000173992	5
ENSG00000239306	3
ENSG00000173933	3
ENSG00000173914	0
ENSG00000173898	2
ENSG00000173653	5
ENSG00000173599	9
ENSG00000173120	0
ENSG00000173020	5
ENSG00000172932	5
ENSG00000172830	1
ENSG00000175482	7
ENSG00000172531	10
ENSG00000172508	1
ENSG00000175634	1
ENSG00000213402	10
ENSG00000172725	3
ENSG00000172663	10
ENSG00000110711	10
ENSG00000110697	5
ENSG00000167797	3
ENSG00000084207	3
ENSG00000167792	0
ENSG00000167799	10
ENSG00000132744	1
ENSG00000110057	7
ENSG00000110717	5
ENSG00000110719	3
ENSG00000110721	1
ENSG00000110066	1
ENSG00000171067	1
ENSG00000110075	1
ENSG00000197345	12
ENSG00000110092	0
ENSG00000131626	9
ENSG00000085733	1
ENSG00000172893	1
ENSG00000254682	0
ENSG00000172890	0
ENSG00000137497	13
ENSG00000149357	4
ENSG00000165458	3
ENSG00000186635	14
ENSG00000214530	5
ENSG00000168010	7
ENSG00000137478	5
ENSG00000110237	5
ENSG00000054965	1
ENSG00000021300	1
ENSG00000175582	0
ENSG00000175581	4
ENSG00000181924	11
ENSG00000175575	4
ENSG00000175567	7
ENSG00000214517	2
ENSG00000227615	8
ENSG00000118363	4
ENSG00000137491	7
ENSG00000254429	2
ENSG00000137486	5
ENSG00000149273	8
ENSG00000149257	3
ENSG00000171533	2
ENSG00000198382	1
ENSG00000137492	0
ENSG00000255135	0
ENSG00000137507	3
ENSG00000078124	1
ENSG00000149269	5
ENSG00000074201	4
ENSG00000227376	8
ENSG00000087884	1
ENSG00000151366	10
ENSG00000159063	11
ENSG00000188997	1
ENSG00000033327	4
ENSG00000227097	0
ENSG00000182103	0
ENSG00000137509	9
ENSG00000137502	1
ENSG00000165494	1
ENSG00000137500	1
ENSG00000150672	1
ENSG00000171204	4
ENSG00000171202	12
ENSG00000137504	1
ENSG00000073921	1
ENSG00000149196	8
ENSG00000110172	3
ENSG00000166002	3
ENSG00000166012	8
ENSG00000207304	4
ENSG00000182919	1
ENSG00000256745	11
ENSG00000150316	8
ENSG00000180771	4
ENSG00000149218	1
ENSG00000149212	1
ENSG00000166037	0
ENSG00000087053	1
ENSG00000149231	1
ENSG00000137693	9
ENSG00000110330	6
ENSG00000152558	6
ENSG00000260966	4
ENSG00000137692	6
ENSG00000196954	3
ENSG00000137752	3
ENSG00000204397	3
ENSG00000152578	0
ENSG00000149313	2
ENSG00000152404	0
ENSG00000110675	2
ENSG00000166266	1
ENSG00000075239	1
ENSG00000149311	14
ENSG00000137710	1
ENSG00000204381	4
ENSG00000170145	0
ENSG00000137713	1
ENSG00000109846	1
ENSG00000150764	1
ENSG00000150768	2
ENSG00000150776	6
ENSG00000150779	11
ENSG00000204370	0
ENSG00000150782	7
ENSG00000150787	12
ENSG00000149294	1
ENSG00000166682	3
ENSG00000109906	6
ENSG00000076043	11
ENSG00000137656	1
ENSG00000109917	11
ENSG00000160584	1
ENSG00000234268	8
ENSG00000168092	1
ENSG00000149577	1
ENSG00000149591	3
ENSG00000160613	0
ENSG00000167257	1
ENSG00000186318	1
ENSG00000110274	1
ENSG00000177103	1
ENSG00000137726	2
ENSG00000110324	7
ENSG00000177098	2
ENSG00000149575	2
ENSG00000149573	3
ENSG00000110344	14
ENSG00000167283	12
ENSG00000149582	2
ENSG00000118096	0
ENSG00000095139	1
ENSG00000019144	1
ENSG00000110367	14
ENSG00000186166	0
ENSG00000118181	8
ENSG00000196655	1
ENSG00000149428	3
ENSG00000160695	13
ENSG00000256269	1
ENSG00000188486	10
ENSG00000172269	3
ENSG00000172375	2
ENSG00000076706	3
ENSG00000173456	1
ENSG00000223953	9
ENSG00000036672	1
ENSG00000154096	2
ENSG00000110400	1
ENSG00000181264	1
ENSG00000196914	5
ENSG00000109929	1
ENSG00000137642	7
ENSG00000255248	5
ENSG00000109971	14
ENSG00000023171	2
ENSG00000166257	2
ENSG00000110002	3
ENSG00000154144	1
ENSG00000110013	1
ENSG00000154146	2
ENSG00000149564	3
ENSG00000120458	4
ENSG00000154134	0
ENSG00000165478	1
ENSG00000203306	7
ENSG00000149557	1
ENSG00000149547	1
ENSG00000134910	6
ENSG00000165526	8
ENSG00000197798	11
ENSG00000182934	0
ENSG00000110074	0
ENSG00000110080	1
ENSG00000149571	0
ENSG00000254612	6
ENSG00000151702	7
ENSG00000084234	0
ENSG00000120451	1
ENSG00000182667	1
ENSG00000224795	1
ENSG00000166086	1
ENSG00000151502	2
ENSG00000151500	2
ENSG00000151498	0
ENSG00000109956	1
ENSG00000226210	0
ENSG00000120645	2
ENSG00000111181	5
ENSG00000171840	1
ENSG00000060237	1
ENSG00000171823	0
ENSG00000006831	1
ENSG00000004478	3
ENSG00000111203	13
ENSG00000053702	2
ENSG00000171792	0
ENSG00000078246	0
ENSG00000227081	8
ENSG00000118971	5
ENSG00000078237	11
ENSG00000010219	11
ENSG00000139180	0
ENSG00000110799	3
ENSG00000010278	1
ENSG00000067182	3
ENSG00000111321	3
ENSG00000215039	1
ENSG00000139190	0
ENSG00000111639	11
ENSG00000010292	1
ENSG00000111640	0
ENSG00000010295	7
ENSG00000111641	3
ENSG00000111642	0
ENSG00000184574	7
ENSG00000111653	1
ENSG00000126746	13
ENSG00000139200	2
ENSG00000111652	2
ENSG00000089693	2
ENSG00000159335	5
ENSG00000010610	7
ENSG00000250510	5
ENSG00000111667	1
ENSG00000111669	5
ENSG00000248593	12
ENSG00000010626	8
ENSG00000111674	2
ENSG00000111676	5
ENSG00000111678	5
ENSG00000111679	7
ENSG00000126749	11
ENSG00000215021	0
ENSG00000182326	3
ENSG00000159403	3
ENSG00000139182	2
ENSG00000139197	4
ENSG00000177575	3
ENSG00000059804	3
ENSG00000171860	7
ENSG00000089818	2
ENSG00000166532	9
ENSG00000003056	14
ENSG00000175899	7
ENSG00000256427	1
ENSG00000213443	0
ENSG00000110848	0
ENSG00000110852	3
ENSG00000172243	7
ENSG00000173391	7
ENSG00000139112	5
ENSG00000060138	3
ENSG00000111266	0
ENSG00000111269	7
ENSG00000111276	6
ENSG00000178878	3
ENSG00000013583	11
ENSG00000134531	3
ENSG00000246705	1
ENSG00000084463	1
ENSG00000111341	3
ENSG00000111348	7
ENSG00000151491	6
ENSG00000023734	5
ENSG00000023697	6
ENSG00000008394	3
ENSG00000111404	0
ENSG00000084453	1
ENSG00000004700	6
ENSG00000111711	1
ENSG00000134548	4
ENSG00000111716	9
ENSG00000111726	2
ENSG00000111731	2
ENSG00000139163	0
ENSG00000205707	1
ENSG00000123094	1
ENSG00000123095	6
ENSG00000064102	1
ENSG00000111790	1
ENSG00000247903	4
ENSG00000064115	6
ENSG00000152944	6
ENSG00000211455	6
ENSG00000110841	0
ENSG00000061794	1
ENSG00000087448	1
ENSG00000123106	4
ENSG00000087502	6
ENSG00000133704	0
ENSG00000110888	5
ENSG00000151743	1
ENSG00000087470	2
ENSG00000139116	1
ENSG00000018236	9
ENSG00000134283	0
ENSG00000139168	4
ENSG00000151239	1
ENSG00000273015	4
ENSG00000111371	9
ENSG00000134294	14
ENSG00000247774	7
ENSG00000005175	0
ENSG00000079337	0
ENSG00000211584	1
ENSG00000061273	3
ENSG00000268069	1
ENSG00000134291	5
ENSG00000152556	2
ENSG00000177981	1
ENSG00000177875	2
ENSG00000139620	6
ENSG00000174233	2
ENSG00000174243	3
ENSG00000172602	2
ENSG00000134287	2
ENSG00000181929	0
ENSG00000139636	3
ENSG00000123416	0
ENSG00000167552	1
ENSG00000167553	0
ENSG00000135406	0
ENSG00000187778	1
ENSG00000161791	7
ENSG00000139644	1
ENSG00000167566	13
ENSG00000135472	2
ENSG00000110881	2
ENSG00000066117	1
ENSG00000167588	1
ENSG00000178449	10
ENSG00000139624	13
ENSG00000050405	1
ENSG00000066084	1
ENSG00000185432	9
ENSG00000110911	1
ENSG00000050426	1
ENSG00000110925	0
ENSG00000135457	1
ENSG00000184271	2
ENSG00000183283	1
ENSG00000110934	7
ENSG00000139567	3
ENSG00000135503	5
ENSG00000161835	3
ENSG00000123358	0
ENSG00000063046	8
ENSG00000257337	4
ENSG00000111077	0
ENSG00000167778	2
ENSG00000167779	0
ENSG00000139631	1
ENSG00000139651	1
ENSG00000182544	10
ENSG00000123349	8
ENSG00000139637	2
ENSG00000094914	1
ENSG00000185591	6
ENSG00000205352	3
ENSG00000197111	7
ENSG00000139625	2
ENSG00000139546	10
ENSG00000139574	15
ENSG00000170653	1
ENSG00000135390	10
ENSG00000012822	14
ENSG00000250742	0
ENSG00000123415	1
ENSG00000094916	4
ENSG00000135486	4
ENSG00000111481	11
ENSG00000161642	5
ENSG00000161638	3
ENSG00000123338	7
ENSG00000123360	2
ENSG00000135447	12
ENSG00000135424	0
ENSG00000135441	10
ENSG00000135404	3
ENSG00000258056	4
ENSG00000135414	4
ENSG00000205323	8
ENSG00000123353	11
ENSG00000135392	1
ENSG00000182796	1
ENSG00000170473	4
ENSG00000111540	1
ENSG00000237493	3
ENSG00000065361	1
ENSG00000170515	8
ENSG00000229117	8
ENSG00000139641	0
ENSG00000196465	2
ENSG00000092841	11
ENSG00000258199	15
ENSG00000139613	0
ENSG00000181852	2
ENSG00000139579	8
ENSG00000139645	13
ENSG00000135469	2
ENSG00000062485	2
ENSG00000257303	0
ENSG00000257727	10
ENSG00000135473	14
ENSG00000170581	1
ENSG00000076108	13
ENSG00000110955	2
ENSG00000110958	0
ENSG00000196531	8
ENSG00000166863	2
ENSG00000166866	1
ENSG00000166886	5
ENSG00000166888	7
ENSG00000123384	5
ENSG00000182199	3
ENSG00000185633	3
ENSG00000179912	0
ENSG00000123329	7
ENSG00000166986	13
ENSG00000175197	3
ENSG00000166987	0
ENSG00000175203	1
ENSG00000155980	2
ENSG00000166908	1
ENSG00000178498	2
